,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobile,Connections – market share,total,Total,Sub-Saharan Africa,Uganda,Smart Telecom,%,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.49%,0.98%,1.05%,1.12%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.58%,0.68%,0.77%,0.98%,0.99%,0.99%,1.04%,1.05%,1.05%,1.10%,1.10%,1.12%,1.20%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,later entrant,Smart Telecom,n/a,Totals,Totals,Not specified,Totals,All,Standardised,"Mobile/Connections – market share/total | Publication date: 24 September 2024 Based on historical data up to quarter 2 of 2024 | Operator market share of all active mobile connections excluding IoT, that is, handset and mobile broadband connections only. Active subscribers are those that have used their mobile account in the past 3 months. Connections metrics relate to the end-of-period figure. Operator Notes: This operator is classified as Mobile : later entrant. Operator attribution: mobile subscribers are counted on a network or wholesale basis (that is, where customers of service providers without their own network infrastructure are allocated to the network operator(s) that support(s) their service).  (Total market values are the same for connections metrics on a retail or network basis, since the difference is only in the allocation of subscribers to operator.) "
Mobile,Connections – market share,total,Total,Sub-Saharan Africa,Uganda,Afrimax Uganda,%,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.74%,0.87%,1.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09%,0.27%,0.44%,0.74%,0.77%,0.79%,0.85%,0.87%,0.89%,0.95%,0.97%,1.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,later entrant,Afrimax Uganda,n/a,Totals,Totals,Not specified,Totals,All,Standardised,"Mobile/Connections – market share/total | Publication date: 24 September 2024 Based on historical data up to quarter 2 of 2024 | Operator market share of all active mobile connections excluding IoT, that is, handset and mobile broadband connections only. Active subscribers are those that have used their mobile account in the past 3 months. Connections metrics relate to the end-of-period figure. Operator Notes: This operator is classified as Mobile : later entrant. Operator attribution: mobile subscribers are counted on a network or wholesale basis (that is, where customers of service providers without their own network infrastructure are allocated to the network operator(s) that support(s) their service).  (Total market values are the same for connections metrics on a retail or network basis, since the difference is only in the allocation of subscribers to operator.) "
Mobile,Connections – market share,total,Total,Sub-Saharan Africa,Uganda,other operators,%,,,,0.00%,0.00%,0.00%,0.10%,0.50%,0.50%,0.59%,0.66%,0.39%,0.00%,0.00%,0.00%,0.00%,0.00%,0.03%,0.07%,0.12%,0.17%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.01%,0.02%,0.03%,0.04%,0.05%,0.06%,0.07%,0.09%,0.10%,0.11%,0.12%,0.13%,0.14%,0.15%,0.17%,0.19%,0.21%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,,,Totals,Totals,Not specified,Totals,All,Standardised,"Mobile/Connections – market share/total | Publication date: 24 September 2024 Based on historical data up to quarter 2 of 2024 | Operator market share of all active mobile connections excluding IoT, that is, handset and mobile broadband connections only. Active subscribers are those that have used their mobile account in the past 3 months. Connections metrics relate to the end-of-period figure. Operator Notes: This operator is classified as Mobile : n/a. Operator attribution: mobile subscribers are counted on a network or wholesale basis (that is, where customers of service providers without their own network infrastructure are allocated to the network operator(s) that support(s) their service).  (Total market values are the same for connections metrics on a retail or network basis, since the difference is only in the allocation of subscribers to operator.) "
Mobile,Connections – market share,total,Total,Sub-Saharan Africa,Uganda,Total market,%,,,,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,None,n/a,Totals,Totals,Not specified,Totals,All,Standardised,"Mobile/Connections – market share/total | Publication date: 24 September 2024 Based on historical data up to quarter 2 of 2024 | Operator market share of all active mobile connections excluding IoT, that is, handset and mobile broadband connections only. Active subscribers are those that have used their mobile account in the past 3 months. Connections metrics relate to the end-of-period figure. Operator attribution: mobile subscribers are counted on a network or wholesale basis (that is, where customers of service providers without their own network infrastructure are allocated to the network operator(s) that support(s) their service).  (Total market values are the same for connections metrics on a retail or network basis, since the difference is only in the allocation of subscribers to operator.) "
Mobile,Connections – market share,total,Total,Sub-Saharan Africa,Zambia,Airtel,%,,,,,88.07%,72.88%,70.07%,65.31%,51.80%,44.90%,43.58%,36.51%,40.10%,41.89%,39.67%,36.03%,33.88%,35.07%,39.51%,45.87%,51.19%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.12%,39.18%,39.40%,40.10%,41.84%,42.03%,41.81%,41.89%,42.57%,42.06%,40.70%,39.67%,39.16%,38.73%,36.75%,36.03%,37.11%,36.39%,34.21%,33.88%,34.67%,33.47%,34.10%,35.07%,35.94%,36.30%,37.93%,39.51%,41.82%,43.93%,44.94%,45.87%,47.37%,47.42%,49.96%,51.19%,51.38%,51.55%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,first entrant,Airtel,Airtel,Totals,Totals,Not specified,Totals,All,Standardised,"Mobile/Connections – market share/total | Publication date: 24 September 2024 Based on historical data up to quarter 2 of 2024 | Operator market share of all active mobile connections excluding IoT, that is, handset and mobile broadband connections only. Active subscribers are those that have used their mobile account in the past 3 months. Connections metrics relate to the end-of-period figure. Operator Notes: This operator is classified as Mobile : first entrant. Operator attribution: mobile subscribers are counted on a network or wholesale basis (that is, where customers of service providers without their own network infrastructure are allocated to the network operator(s) that support(s) their service).  (Total market values are the same for connections metrics on a retail or network basis, since the difference is only in the allocation of subscribers to operator.) "
Mobile,Connections – market share,total,Total,Sub-Saharan Africa,Zambia,MTN,%,,,,,9.92%,18.92%,26.42%,32.94%,33.11%,38.71%,42.30%,48.50%,44.27%,47.50%,40.81%,41.75%,40.58%,42.93%,39.78%,35.85%,34.56%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.72%,45.18%,45.21%,44.27%,43.38%,44.87%,44.49%,47.50%,44.29%,42.88%,41.86%,40.81%,41.79%,41.53%,41.80%,41.75%,40.64%,42.43%,41.47%,40.58%,40.66%,40.52%,41.97%,42.93%,43.47%,42.13%,41.36%,39.78%,37.62%,36.41%,36.93%,35.85%,35.77%,35.29%,35.21%,34.56%,34.13%,33.96%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,second entrant,MTN,MTN,Totals,Totals,Not specified,Totals,All,Standardised,"Mobile/Connections – market share/total | Publication date: 24 September 2024 Based on historical data up to quarter 2 of 2024 | Operator market share of all active mobile connections excluding IoT, that is, handset and mobile broadband connections only. Active subscribers are those that have used their mobile account in the past 3 months. Connections metrics relate to the end-of-period figure. Operator Notes: This operator is classified as Mobile : second entrant. Operator attribution: mobile subscribers are counted on a network or wholesale basis (that is, where customers of service providers without their own network infrastructure are allocated to the network operator(s) that support(s) their service).  (Total market values are the same for connections metrics on a retail or network basis, since the difference is only in the allocation of subscribers to operator.) "
Mobile,Connections – market share,total,Total,Sub-Saharan Africa,Zambia,Zamtel Mobile (Zamtel),%,,,,,2.00%,8.19%,3.49%,1.74%,15.07%,16.38%,14.10%,14.97%,15.62%,10.59%,19.50%,22.21%,25.52%,21.99%,20.69%,18.27%,14.24%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.15%,15.63%,15.38%,15.62%,14.76%,13.09%,13.68%,10.59%,13.12%,15.04%,17.42%,19.50%,19.04%,19.72%,21.44%,22.21%,22.24%,21.17%,24.31%,25.52%,24.65%,25.99%,23.92%,21.99%,20.57%,21.55%,20.69%,20.69%,20.55%,19.65%,18.11%,18.27%,16.85%,17.27%,14.81%,14.24%,14.48%,14.47%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,third entrant,Zamtel Mobile (Zamtel),n/a,Totals,Totals,Not specified,Totals,All,Standardised,"Mobile/Connections – market share/total | Publication date: 24 September 2024 Based on historical data up to quarter 2 of 2024 | Operator market share of all active mobile connections excluding IoT, that is, handset and mobile broadband connections only. Active subscribers are those that have used their mobile account in the past 3 months. Connections metrics relate to the end-of-period figure. Operator Notes: This operator is classified as Mobile : third entrant. Operator attribution: mobile subscribers are counted on a network or wholesale basis (that is, where customers of service providers without their own network infrastructure are allocated to the network operator(s) that support(s) their service).  (Total market values are the same for connections metrics on a retail or network basis, since the difference is only in the allocation of subscribers to operator.) "
Mobile,Connections – market share,total,Total,Sub-Saharan Africa,Zambia,Total market,%,,,,,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,None,n/a,Totals,Totals,Not specified,Totals,All,Standardised,"Mobile/Connections – market share/total | Publication date: 24 September 2024 Based on historical data up to quarter 2 of 2024 | Operator market share of all active mobile connections excluding IoT, that is, handset and mobile broadband connections only. Active subscribers are those that have used their mobile account in the past 3 months. Connections metrics relate to the end-of-period figure. Operator attribution: mobile subscribers are counted on a network or wholesale basis (that is, where customers of service providers without their own network infrastructure are allocated to the network operator(s) that support(s) their service).  (Total market values are the same for connections metrics on a retail or network basis, since the difference is only in the allocation of subscribers to operator.) "
Mobile,Connections – market share,total – prepaid,Total,Sub-Saharan Africa,Cameroon,MTN,%,,,,,56.82%,62.48%,60.50%,56.39%,53.92%,53.39%,56.60%,55.97%,45.63%,47.61%,38.77%,40.41%,46.46%,44.10%,45.75%,43.94%,43.64%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.45%,50.04%,47.07%,45.63%,46.39%,46.27%,46.05%,47.61%,46.02%,43.42%,40.30%,38.77%,36.10%,36.52%,37.59%,40.41%,44.49%,45.45%,44.42%,46.46%,45.25%,45.51%,45.18%,44.10%,43.71%,44.03%,45.48%,45.75%,44.47%,45.20%,44.58%,43.94%,43.53%,43.85%,43.22%,43.64%,43.43%,43.13%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,first entrant,MTN,MTN,Totals,Totals,Not specified,Totals,Prepaid,Standardised,"Mobile/Connections – market share/total – prepaid | Publication date: 24 September 2024 Based on historical data up to quarter 2 of 2024 | Operator market share of all active prepaid mobile connections excluding IoT, that is, handset and mobile broadband connections only. Active subscribers are those that have used their mobile account in the past 3 months. Connections metrics relate to the end-of-period figure. Operator Notes: This operator is classified as Mobile : first entrant. Operator attribution: mobile subscribers are counted on a retail basis for Western Europe (that is, including only customers of each service provider (be it MNO or MVNO). For all other geographies mobile subscribers are counted on a network or wholesale basis (that is, where customers of service providers without their own network infrastructure are allocated to the network operator(s) that support(s) their service). "
Mobile,Connections – market share,total – prepaid,Total,Sub-Saharan Africa,Cameroon,Orange,%,,,,,43.17%,37.51%,39.49%,43.60%,46.07%,46.60%,43.39%,40.18%,39.80%,33.56%,36.84%,36.75%,36.20%,40.11%,43.15%,46.69%,47.68%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.42%,38.28%,40.30%,39.80%,38.13%,37.44%,36.31%,33.56%,33.43%,34.64%,37.09%,36.84%,37.91%,36.40%,36.20%,36.75%,36.83%,36.49%,37.39%,36.20%,37.73%,37.85%,38.86%,40.11%,41.38%,42.15%,41.96%,43.15%,45.14%,44.92%,45.80%,46.69%,47.33%,47.17%,47.97%,47.68%,48.10%,48.53%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,first entrant,Orange,Orange,Totals,Totals,Not specified,Totals,Prepaid,Standardised,"Mobile/Connections – market share/total – prepaid | Publication date: 24 September 2024 Based on historical data up to quarter 2 of 2024 | Operator market share of all active prepaid mobile connections excluding IoT, that is, handset and mobile broadband connections only. Active subscribers are those that have used their mobile account in the past 3 months. Connections metrics relate to the end-of-period figure. Operator Notes: This operator is classified as Mobile : first entrant. Operator attribution: mobile subscribers are counted on a retail basis for Western Europe (that is, including only customers of each service provider (be it MNO or MVNO). For all other geographies mobile subscribers are counted on a network or wholesale basis (that is, where customers of service providers without their own network infrastructure are allocated to the network operator(s) that support(s) their service). "
Mobile,Connections – market share,total – prepaid,Total,Sub-Saharan Africa,Cameroon,Viettel (Nexttel),%,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,3.83%,14.55%,18.75%,23.99%,21.78%,15.91%,14.03%,8.96%,7.01%,6.19%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.12%,11.66%,12.62%,14.55%,15.46%,16.28%,17.60%,18.75%,20.42%,21.74%,22.37%,23.99%,25.40%,26.31%,25.28%,21.78%,17.51%,16.81%,16.81%,15.91%,15.52%,15.05%,14.34%,14.03%,13.05%,11.83%,10.46%,8.96%,8.17%,7.60%,7.28%,7.01%,6.75%,6.54%,6.36%,6.19%,5.98%,5.83%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,third entrant,Viettel (Nexttel),n/a,Totals,Totals,Not specified,Totals,Prepaid,Standardised,"Mobile/Connections – market share/total – prepaid | Publication date: 24 September 2024 Based on historical data up to quarter 2 of 2024 | Operator market share of all active prepaid mobile connections excluding IoT, that is, handset and mobile broadband connections only. Active subscribers are those that have used their mobile account in the past 3 months. Connections metrics relate to the end-of-period figure. Operator Notes: This operator is classified as Mobile : third entrant. Operator attribution: mobile subscribers are counted on a retail basis for Western Europe (that is, including only customers of each service provider (be it MNO or MVNO). For all other geographies mobile subscribers are counted on a network or wholesale basis (that is, where customers of service providers without their own network infrastructure are allocated to the network operator(s) that support(s) their service). "
Mobile,Connections – market share,total – prepaid,Total,Sub-Saharan Africa,Cameroon,Camtel,%,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.06%,0.38%,1.04%,1.41%,1.74%,2.11%,2.35%,2.47%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.03%,0.06%,0.11%,0.17%,0.22%,0.38%,0.57%,0.75%,0.91%,1.04%,1.16%,1.24%,1.36%,1.41%,1.48%,1.58%,1.60%,1.74%,1.85%,1.97%,2.08%,2.11%,2.20%,2.26%,2.32%,2.35%,2.37%,2.41%,2.44%,2.47%,2.48%,2.49%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fourth entrant,Camtel,n/a,Totals,Totals,Not specified,Totals,Prepaid,Standardised,"Mobile/Connections – market share/total – prepaid | Publication date: 24 September 2024 Based on historical data up to quarter 2 of 2024 | Operator market share of all active prepaid mobile connections excluding IoT, that is, handset and mobile broadband connections only. Active subscribers are those that have used their mobile account in the past 3 months. Connections metrics relate to the end-of-period figure. Operator Notes: This operator is classified as Mobile : fourth entrant. Operator attribution: mobile subscribers are counted on a retail basis for Western Europe (that is, including only customers of each service provider (be it MNO or MVNO). For all other geographies mobile subscribers are counted on a network or wholesale basis (that is, where customers of service providers without their own network infrastructure are allocated to the network operator(s) that support(s) their service). "
Mobile,Connections – market share,total – prepaid,Total,Sub-Saharan Africa,Cameroon,Total market,%,,,,,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,None,n/a,Totals,Totals,Not specified,Totals,Prepaid,Standardised,"Mobile/Connections – market share/total – prepaid | Publication date: 24 September 2024 Based on historical data up to quarter 2 of 2024 | Operator market share of all active prepaid mobile connections excluding IoT, that is, handset and mobile broadband connections only. Active subscribers are those that have used their mobile account in the past 3 months. Connections metrics relate to the end-of-period figure. Operator attribution: mobile subscribers are counted on a retail basis for Western Europe (that is, including only customers of each service provider (be it MNO or MVNO). For all other geographies mobile subscribers are counted on a network or wholesale basis (that is, where customers of service providers without their own network infrastructure are allocated to the network operator(s) that support(s) their service). "
Mobile,Connections – market share,total – prepaid,Total,Sub-Saharan Africa,Côte d'Ivoire,MTN,%,,,,,,36.70%,37.41%,35.44%,34.67%,35.06%,37.84%,37.79%,33.79%,34.29%,34.97%,34.18%,36.37%,35.14%,36.22%,38.85%,38.58%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.96%,36.42%,34.76%,33.79%,34.09%,33.72%,32.84%,34.29%,34.91%,36.10%,36.44%,34.97%,34.94%,34.63%,34.99%,34.18%,35.37%,35.54%,36.05%,36.37%,34.74%,34.36%,35.18%,35.14%,35.44%,35.48%,35.48%,36.22%,37.24%,38.47%,39.17%,38.85%,39.55%,39.75%,39.68%,38.58%,36.66%,35.36%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,first entrant,MTN,MTN,Totals,Totals,Not specified,Totals,Prepaid,Standardised,"Mobile/Connections – market share/total – prepaid | Publication date: 24 September 2024 Based on historical data up to quarter 2 of 2024 | Operator market share of all active prepaid mobile connections excluding IoT, that is, handset and mobile broadband connections only. Active subscribers are those that have used their mobile account in the past 3 months. Connections metrics relate to the end-of-period figure. Operator Notes: This operator is classified as Mobile : first entrant. Operator attribution: mobile subscribers are counted on a retail basis for Western Europe (that is, including only customers of each service provider (be it MNO or MVNO). For all other geographies mobile subscribers are counted on a network or wholesale basis (that is, where customers of service providers without their own network infrastructure are allocated to the network operator(s) that support(s) their service). "
Mobile,Connections – market share,total – prepaid,Total,Sub-Saharan Africa,Côte d'Ivoire,Orange,%,,,,,,35.00%,26.47%,32.10%,31.45%,31.07%,33.04%,36.77%,39.25%,43.17%,40.33%,39.19%,37.41%,38.21%,37.86%,35.38%,38.11%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.14%,38.02%,38.60%,39.25%,42.73%,43.09%,44.38%,43.17%,40.24%,39.83%,38.96%,40.33%,40.28%,40.38%,39.51%,39.19%,37.55%,37.65%,36.93%,37.41%,39.19%,39.74%,38.19%,38.21%,38.36%,38.66%,38.94%,37.86%,36.77%,36.07%,35.30%,35.38%,36.22%,37.61%,37.63%,38.11%,39.27%,40.05%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,first entrant,Orange,Orange,Totals,Totals,Not specified,Totals,Prepaid,Standardised,"Mobile/Connections – market share/total – prepaid | Publication date: 24 September 2024 Based on historical data up to quarter 2 of 2024 | Operator market share of all active prepaid mobile connections excluding IoT, that is, handset and mobile broadband connections only. Active subscribers are those that have used their mobile account in the past 3 months. Connections metrics relate to the end-of-period figure. Operator Notes: This operator is classified as Mobile : first entrant. Operator attribution: mobile subscribers are counted on a retail basis for Western Europe (that is, including only customers of each service provider (be it MNO or MVNO). For all other geographies mobile subscribers are counted on a network or wholesale basis (that is, where customers of service providers without their own network infrastructure are allocated to the network operator(s) that support(s) their service). "
Mobile,Connections – market share,total – prepaid,Total,Sub-Saharan Africa,Côte d'Ivoire,Maroc Telecom (Moov),%,,,,,,18.96%,19.96%,18.50%,20.77%,23.35%,23.06%,17.14%,22.49%,22.52%,24.69%,26.62%,26.21%,26.64%,25.90%,25.76%,23.30%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.14%,19.46%,21.37%,22.49%,23.16%,23.18%,22.77%,22.52%,24.84%,24.05%,24.58%,24.69%,24.77%,24.98%,25.49%,26.62%,27.07%,26.79%,27.00%,26.21%,26.06%,25.88%,26.62%,26.64%,26.18%,25.84%,25.56%,25.90%,25.97%,25.44%,25.51%,25.76%,24.22%,22.63%,22.68%,23.30%,24.06%,24.58%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,third entrant,Maroc Telecom (Moov),Etisalat,Totals,Totals,Not specified,Totals,Prepaid,Standardised,"Mobile/Connections – market share/total – prepaid | Publication date: 24 September 2024 Based on historical data up to quarter 2 of 2024 | Operator market share of all active prepaid mobile connections excluding IoT, that is, handset and mobile broadband connections only. Active subscribers are those that have used their mobile account in the past 3 months. Connections metrics relate to the end-of-period figure. Operator Notes: This operator is classified as Mobile : third entrant. Operator attribution: mobile subscribers are counted on a retail basis for Western Europe (that is, including only customers of each service provider (be it MNO or MVNO). For all other geographies mobile subscribers are counted on a network or wholesale basis (that is, where customers of service providers without their own network infrastructure are allocated to the network operator(s) that support(s) their service). "
Mobile,Connections – market share,total – prepaid,Total,Sub-Saharan Africa,Côte d'Ivoire,Comium,%,,,,,,9.31%,9.37%,10.44%,10.82%,8.46%,4.47%,4.24%,2.95%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.05%,3.45%,3.22%,2.95%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fourth entrant,Comium,n/a,Totals,Totals,Not specified,Totals,Prepaid,Standardised,"Mobile/Connections – market share/total – prepaid | Publication date: 24 September 2024 Based on historical data up to quarter 2 of 2024 | Operator market share of all active prepaid mobile connections excluding IoT, that is, handset and mobile broadband connections only. Active subscribers are those that have used their mobile account in the past 3 months. Connections metrics relate to the end-of-period figure. Operator Notes: This operator is classified as Mobile : fourth entrant. Operator attribution: mobile subscribers are counted on a retail basis for Western Europe (that is, including only customers of each service provider (be it MNO or MVNO). For all other geographies mobile subscribers are counted on a network or wholesale basis (that is, where customers of service providers without their own network infrastructure are allocated to the network operator(s) that support(s) their service). "
Mobile,Connections – market share,total – prepaid,Total,Sub-Saharan Africa,Côte d'Ivoire,GreenN,%,,,,,,0.00%,6.76%,3.50%,2.26%,2.05%,1.57%,4.03%,1.49%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.68%,2.62%,2.02%,1.49%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,later entrant,GreenN,n/a,Totals,Totals,Not specified,Totals,Prepaid,Standardised,"Mobile/Connections – market share/total – prepaid | Publication date: 24 September 2024 Based on historical data up to quarter 2 of 2024 | Operator market share of all active prepaid mobile connections excluding IoT, that is, handset and mobile broadband connections only. Active subscribers are those that have used their mobile account in the past 3 months. Connections metrics relate to the end-of-period figure. Operator Notes: This operator is classified as Mobile : later entrant. Operator attribution: mobile subscribers are counted on a retail basis for Western Europe (that is, including only customers of each service provider (be it MNO or MVNO). For all other geographies mobile subscribers are counted on a network or wholesale basis (that is, where customers of service providers without their own network infrastructure are allocated to the network operator(s) that support(s) their service). "
Mobile,Connections – market share,total – prepaid,Total,Sub-Saharan Africa,Côte d'Ivoire,Total market,%,,,,,,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,None,n/a,Totals,Totals,Not specified,Totals,Prepaid,Standardised,"Mobile/Connections – market share/total – prepaid | Publication date: 24 September 2024 Based on historical data up to quarter 2 of 2024 | Operator market share of all active prepaid mobile connections excluding IoT, that is, handset and mobile broadband connections only. Active subscribers are those that have used their mobile account in the past 3 months. Connections metrics relate to the end-of-period figure. Operator attribution: mobile subscribers are counted on a retail basis for Western Europe (that is, including only customers of each service provider (be it MNO or MVNO). For all other geographies mobile subscribers are counted on a network or wholesale basis (that is, where customers of service providers without their own network infrastructure are allocated to the network operator(s) that support(s) their service). "
